total_bill,tip,sex,smoker,day,time,size,revenue,demand,price,elasticity,optimized_demand,optimized_revenue,customer_id
11.59,1.5,Male,Yes,Sat,Dinner,2,11.59,2,5.795,-0.4535085948819758,1.9092982810236048,11.06438353853179,217
7.74,1.44,Male,Yes,Sat,Dinner,2,7.74,2,3.87,-0.5503671009527853,1.889926579809443,7.3140158638625445,218
30.14,3.09,Female,Yes,Sat,Dinner,4,30.14,4,7.535,-0.350776589505822,3.859689364197671,29.082759359229453,219
12.16,2.2,Male,Yes,Fri,Lunch,2,12.16,2,6.08,-0.5423871076996566,1.8915225784600687,11.500457277037217,220
13.42,3.48,Female,Yes,Fri,Lunch,2,13.42,2,6.71,-0.6316913966645283,1.8736617206670942,12.572270145676203,221
8.58,1.92,Male,Yes,Fri,Lunch,1,8.58,1,8.58,-1.1063252321719075,0.8893674767828093,7.630772950796503,222
15.98,3.0,Female,No,Fri,Lunch,3,15.98,3,5.326666666666667,-0.8322841969405664,2.7503147409178297,14.650009853288974,223
13.42,1.58,Male,Yes,Fri,Lunch,2,13.42,2,6.71,-0.9347976323182745,1.813040473536345,12.165501577428875,224
16.27,2.5,Female,Yes,Fri,Lunch,2,16.27,2,8.135,-0.9560103566209164,1.8087979286758167,14.714571149777768,225
10.09,2.0,Female,Yes,Fri,Lunch,2,10.09,2,5.045,-0.22698944524755438,1.9546021109504892,9.860967649745218,226
20.45,3.0,Male,No,Sat,Dinner,4,20.45,4,5.1125,-0.8069022753332395,3.677239089866704,18.799884846943524,227
13.28,2.72,Male,No,Sat,Dinner,2,13.28,2,6.64,-0.30795344482288667,1.9384093110354226,12.871037825275206,228
22.12,2.88,Female,Yes,Sat,Dinner,2,22.12,2,11.06,-0.5688613740027371,1.8862277251994526,20.861678640705946,229
24.01,2.0,Male,Yes,Sat,Dinner,4,24.01,4,6.0025,-0.40518869645835154,3.8379245214166593,23.037141939803497,230
15.69,3.0,Male,Yes,Sat,Dinner,3,15.69,3,5.2299999999999995,-0.6973629068948078,2.790791127931558,14.595837599082046,231
11.61,3.39,Male,No,Sat,Dinner,2,11.61,2,5.805,-0.6230961153736408,1.875380776925272,10.886585410051204,232
10.77,1.47,Male,No,Sat,Dinner,2,10.77,2,5.385,-0.7074823061811361,1.8585035387637727,10.008041556242915,233
15.53,3.0,Male,Yes,Sat,Dinner,2,15.53,2,7.765,-1.0047570122019556,1.7990485975596089,13.969612360050363,234
10.07,1.25,Male,No,Sat,Dinner,2,10.07,2,5.035,-0.47754788473849463,1.904490423052301,9.589109280068335,235
12.6,1.0,Male,Yes,Sat,Dinner,2,12.6,2,6.3,-0.9192276375591442,1.816154472488171,11.441773176675477,236
32.83,1.17,Male,Yes,Sat,Dinner,2,32.83,2,16.415,-1.1756840335685461,1.7648631932862908,28.970229317794463,237
35.83,4.67,Female,No,Sat,Dinner,3,35.83,3,11.943333333333333,-0.5545277040928321,2.8336416887721505,33.84312723623538,238
29.03,5.92,Male,No,Sat,Dinner,3,29.03,3,9.676666666666668,-1.022889320592951,2.6931332038221147,26.060552302318666,239
27.18,2.0,Female,Yes,Sat,Dinner,2,27.18,2,13.59,-0.25954141564708566,1.948091716870583,26.47456643227122,240
22.67,2.0,Male,Yes,Sat,Dinner,2,22.67,2,11.335,-0.24607142299741258,1.9507857154005175,22.112156084064868,241
17.82,1.75,Male,No,Sat,Dinner,2,17.82,2,8.91,-0.28513560977955144,1.9429728780440898,17.31188834337284,242
18.78,3.0,Female,No,Thur,Dinner,2,18.78,2,9.39,-0.8298412997445556,1.8340317400510888,17.221558039079724,243
